productid	name	Manufacturer	retailprice	categories
12723	Groglibicator	Tiphupar WorldWide Group	64.79	Vacuum Cleaner,Video Camera
12724	Updimower	Pardudaquower  Group	135.34	CD
12725	Inglibax	Grosapinower Direct Group	47.08	Battery
12726	Upnipicin	Dopnipicar  	468.94	Video Camera,Washer
12727	Upfropewan	Partanommower  	472.38	CD,GPS,Scanner
12728	Parnipilantor	Ciptinefar  Inc	227.33	Air Purifier,CD
12729	Grodimex	Thrumunollover WorldWide 	302.81	Air Purifier,Car Audio,GPS
12730	Parzapover	Emtanor International Corp.	372.17	Camera,Camera Lens,GPS
12731	Parhupentor	Supericator WorldWide Company	430.67	Bluray,Recording Equipment,Washer
12732	Wintinin	Frodimex Holdings 	281.13	Dryer
12733	Thruhupepor	Hapweristor Holdings 	405.60	Air Conditioner,GPS,Speaker
12734	Winnipegentor	Suptanantor  Group	242.69	Computer,DVD,Recording Equipment
12735	Surzapupan	Truwerentor WorldWide Corp.	46.13	Vacuum Cleaner,Video Game
12736	Raptumistor	Grorobiman  	255.66	Computer,Microwave,Vacuum Cleaner
12737	Surrobin	Emtanopex Holdings 	265.58	Car Audio,Dryer
12738	Dopbanazz	Doptumistor WorldWide Company	81.51	CD
12739	Tupdimackax	Lombanazz  	323.98	Phone,Tool
12740	Endrobar	Vartumadax Direct Group	197.46	Projector,Scanner
12741	Barrobistor	Montanaman Holdings 	35.96	Dryer,Phone
12742	Supdudistor	Haprobicator  	223.82	Recording Equipment
12743	Cipvenower	Unpickex Direct 	192.32	Air Conditioner,CD
12744	Winwerex	Cipmunonover Holdings 	431.49	Battery,Projector,Video Game
12745	Doptinackentor	Sursipedower  Inc	152.56	Bluray,Printer
12746	Unkilplantor	Raperin Holdings Company	424.79	Dryer,Printer
12747	Emeredantor	Trucadollan  Inc	383.28	Camera Lens,Vacuum Cleaner
12748	Kliglibedar	Rapsipupor International Company	360.06	DVD,Fax,GPS
12749	Winzapegicator	Thrukilicex  	215.65	Camera,Fax,Vacuum Cleaner
12750	Barbanplicator	Bartanollover WorldWide 	88.69	Car Audio,Refridgerator
12751	Unfropower	Suppickor  	273.18	Air Purifier
12752	Zeequestaquentor	Dopquestan WorldWide 	123.14	Video Game
12753	Frofropegicator	Tupdudower  	484.96	Camera,Washer
12754	Supsipommax	Adsapedex WorldWide Company	295.80	Microwave,Satellite Radio,Video Game
12755	Thrusapistor	Supsipplower  	55.16	Dryer
12756	Klinipollentor	Tipjubepover  	425.40	Air Purifier,GPS,Vacuum Cleaner
12757	Dopjubax	Ciptanex  	18.97	Video Camera,Washer
12758	Growerar	Upsapedgantor Direct 	445.16	Air Conditioner,Camera Lens,MP3 Player
12759	Lommunicicator	Unpickewex  	249.75	Tool
12760	Rapquestplower	Parquestilicator WorldWide Corp.	408.40	Fax,Vacuum Cleaner
12761	Grozapan	Upwerpanex Direct Inc	154.94	Dryer,TV
12762	Zeefropover	Uptinover  	84.66	Bluray,Car Audio
12763	Frocador	Ciperepazz Direct Inc	202.79	Camera Lens,Satellite Radio
12764	Emsapower	Kliericator International 	102.24	Air Purifier,Dryer,Speaker
12765	Dophupazz	Qwierentor Direct 	352.16	Microwave,Projector
12766	Raprobegor	Surrobin  Inc	444.31	Microwave,Projector,Tool
12767	Unjubimazz	Hapweristor Holdings Corp.	213.27	Bluray
12768	Inmunantor	Dopsipedgax  	34.23	Dryer,Speaker,Video Game
12769	Uptanazz	Varvenower Direct 	459.03	Fax,Tool
12770	Endquestefistor	Dopmunazz  	220.87	Recording Equipment,Refridgerator
12771	Surmunilover	Groquestackax Holdings Group	200.23	Vacuum Cleaner
12772	Bardimackex	Endbanar WorldWide 	187.96	Camera,Scanner,Video Camera
12773	Zeeerin	Emmunantor  	386.83	CD,Video Game
12774	Ciperanin	Thrupebonor  	457.64	Battery,Speaker
12775	Supnipan	Cippickower Holdings 	245.21	Air Purifier
12776	Montanicator	Adpickegentor Holdings 	260.14	Car Audio,GPS
12777	Truhupicator	Admunin WorldWide Corp.	146.81	CD,Printer
12778	Qwicadefor	Thrucadedor Direct 	133.30	Printer,Satellite Radio,TV
12779	Surtumazz	Inkilazz  Corp.	482.78	Dryer,GPS
12780	Zeerobazz	Unquestewan Direct 	122.29	Air Conditioner,Computer
12781	Lomnipilistor	Supfropefex Holdings Company	86.66	Battery,Microwave,Satellite Radio
12782	Unerantor	Hapmunentor Holdings 	113.33	Phone
12783	Varbanicator	Unmunador  Corp.	12.68	Dryer,Fax,TV
12784	Unglibupicator	Endbanepistor  	215.12	Refridgerator
12785	Adjubonor	Fromunommower Holdings Group	99.98	DVD,Speaker
12786	Rapglibepan	Klifropedin International 	308.54	Battery,Camera,Camera Lens
12787	Endtinover	Cipsapantor Direct 	296.16	Air Conditioner,Recording Equipment
12788	Winjubamin	Thrunipexentor  	110.80	Computer
12789	Adquestollan	Suptanan  Corp.	188.54	Air Purifier,Recording Equipment
12790	Zeedimeficator	Happickicator Direct 	120.73	CD,Phone,Speaker
12791	Varpickollazz	Winpickower  	237.69	Car Audio,MP3 Player
12792	Lomquestar	Parpebewax International 	320.42	Vacuum Cleaner,Video Game,Washer
12793	Dopmunex	Parjuban WorldWide Corp.	331.76	Scanner
12794	Frovenewar	Klibanedgor Holdings 	415.59	Scanner
12795	Inwerover	Surwerpower WorldWide Group	43.52	Dryer
12796	Winjubepentor	Frodudollazz  Corp.	451.30	Camera Lens
12797	Lombanplistor	Trutumefentor International 	22.03	Car Audio,Fax,Refridgerator
12798	Qwicadover	Grotanex International Inc	91.08	Car Audio,Satellite Radio,Speaker
12799	Unbanax	Thruvenor  	80.33	Fax
12800	Endsipicator	Untumepantor  	208.25	DVD,Fax,Video Camera
12801	Ciphupimower	Requestonan Direct Corp.	212.52	Battery,Tool
12802	Zeedudower	Winwerpadower International Company	350.05	Camera Lens,Projector
12803	Surjubaquor	Endbanilentor Direct 	401.03	Washer
12804	Qwipickilentor	Raperewex Holdings 	494.78	Recording Equipment,Tool
12805	Unhupor	Qwidudax  Company	388.46	Dryer
12806	Emvenefower	Rezapupar Direct Company	86.22	Printer,Scanner
12807	Frowerpicator	Tupmunedgantor  Inc	236.31	Printer,Speaker,Vacuum Cleaner
12808	Rewerpommar	Barwerackazz WorldWide Group	28.33	Camera,Projector,Tool
12809	Grosapadicator	Tupdimonentor  	51.59	Phone,Washer
12810	Qwiwerex	Grotumentor International 	295.01	Microwave,TV,Video Game
12811	Barsipupax	Lomsapimor WorldWide 	279.59	Camera
12812	Enddudin	Grohupicator Direct 	385.67	Dryer,Tool,Video Camera
12813	Emerax	Qwiweran  	462.38	Microwave
12814	Uppebegazz	Parwerentor International 	128.46	Car Audio,DVD
12815	Thruhupefor	Parpickicentor  Inc	322.74	Camera Lens,DVD,Fax
12816	Unjuban	Klinipar International Company	42.61	Satellite Radio
12817	Monrobackar	Rehupex  	72.98	Camera Lens,Computer,Washer
12818	Rapmunover	Inwerpanistor Holdings 	487.66	Computer
12819	Hapfropax	Lomwerpar WorldWide Inc	3.26	Refridgerator
12820	Varcadedgantor	Barwerackazz WorldWide Group	44.62	Scanner
12821	Emfropistor	Doptanex International Company	149.14	MP3 Player
12822	Zeepebin	Windimax WorldWide Corp.	103.47	Scanner
12823	Frokilantor	Adwerax  	345.70	Satellite Radio
12824	Lomwerazz	Lomwerpower  	339.30	Air Purifier,Dryer,Refridgerator
12825	Klijubimazz	Qwicadedistor Direct Group	483.18	Air Conditioner
12826	Intumopover	Suptanan  Corp.	379.81	Camera,Fax
12827	Endhupan	Monbanentor International Corp.	356.21	Camera Lens,TV
12828	Rekilupazz	Ciptinefar  Inc	471.24	CD,Video Game
12829	Emquestefin	Klibanicator  	415.12	GPS,TV
12830	Rappebicar	Qwiglibplicator WorldWide Corp.	293.91	CD,Printer,Refridgerator
12831	Thruwerpilax	Unsipexar WorldWide 	239.11	Computer,GPS,Video Game
12832	Frosipentor	Monhupepower Direct Company	56.73	Air Conditioner,GPS,TV
12833	Rapfropopover	Trupebin Holdings Group	53.97	Camera,Car Audio
12834	Barerommicator	Barpickover International 	275.53	DVD,GPS,Tool
12835	Endglibonazz	Parvenollazz WorldWide Group	409.77	Washer
12836	Dopmunopantor	Retumopicator International 	236.61	Speaker
12837	Gropebin	Adnipover Holdings 	212.30	Car Audio,Speaker,Vacuum Cleaner
12838	Varpickicator	Upcadupower Direct 	17.90	Satellite Radio,TV
12839	Cipsapax	Klidudentor Direct 	326.66	Recording Equipment
12840	Lomtumin	Klieregower WorldWide 	14.76	Air Purifier
12841	Winvenepentor	Adsapedex WorldWide Company	73.23	Camera Lens,Car Audio,Vacuum Cleaner
12842	Endsapopazz	Tipdimex  Inc	268.84	Battery,Car Audio,Tool
12843	Winquestopower	Adwericower Direct Inc	60.21	Battery,Projector
12844	Varzapimar	Tupdimazz Direct 	393.52	GPS,MP3 Player,Tool
12845	Cipsapax	Grokilower Direct Group	341.14	DVD,Video Camera
12846	Emdiminicator	Supkilonex  	352.01	Vacuum Cleaner
12847	Adsapommax	Supsapedicator Holdings 	358.05	DVD,Fax
12848	Endpickamicator	Emmunex  Inc	204.30	Dryer,Projector
12849	Trutumicator	Uppickin  	93.85	Tool,Video Camera
12850	Zeequestedgistor	Tupvenan International 	1.91	Microwave,Refridgerator,Washer
12851	Tupcadepin	Emzapar Holdings Corp.	379.32	Camera
12852	Endnipilazz	Rapsipupor International Company	34.37	Satellite Radio,Vacuum Cleaner
12853	Remunegor	Barpickinicator  	88.82	Air Purifier,DVD,MP3 Player
12854	Rapglibover	Barquestollicator  	36.72	Satellite Radio
12855	Trumunedgantor	Rapvenegover International Group	60.11	Air Purifier,Camera
12856	Parzapefantor	Adjubilex Holdings Corp.	110.05	Refridgerator
12857	Unsipefistor	Barnipor Holdings Inc	5.35	MP3 Player,TV
12858	Endzapax	Winhupex Holdings Company	62.73	Car Audio,Recording Equipment
12859	Rapnipicator	Upsapedgantor Direct 	12.60	Speaker
12860	Klihupefower	Froerin Holdings 	9.66	Dryer,Scanner
12861	Cipquestopicator	Adzapex Direct Group	230.01	Camera Lens,Car Audio,GPS
12862	Gropickefan	Thrupebonor  	265.07	Air Purifier
12863	Rapjubazz	Rehupamantor  Inc	113.21	TV
12864	Winrobackower	Emdudistor  	257.67	Refridgerator,Scanner,TV
12865	Winsipinazz	Lomquestadan International 	56.90	Phone,Scanner,Speaker
12866	Zeeweronan	Tupvenax Direct 	223.86	GPS,Satellite Radio
12867	Tipmunedor	Tuprobollicator WorldWide 	332.71	Speaker
12868	Parwerimantor	Inwerepor  Company	187.85	Bluray,Refridgerator
12869	Supwerpewantor	Ciptinicator Holdings 	218.69	Microwave,Projector
12870	Parwerpistor	Cipsapentor International 	87.13	TV,Video Camera
12871	Tupmunilistor	Inpebax Direct 	330.32	Satellite Radio,Scanner
12872	Supdimedex	Emquestantor WorldWide 	56.08	DVD,TV
12873	Surdimupover	Lomdiman WorldWide Corp.	162.00	Microwave
12874	Surzapanentor	Surtanegower  	488.49	Dryer
12875	Upcadimentor	Zeenipantor  Inc	471.39	TV
12876	Thrubanonistor	Undudower WorldWide 	380.31	Air Conditioner,Printer
12877	Uncadover	Varrobegower  Company	44.26	DVD,Recording Equipment
12878	Lomweronower	Dopjubimex International 	452.17	GPS
12879	Tipzapedazz	Fropebepantor  Inc	498.16	CD,MP3 Player
12880	Empebin	Klitumopicator  	132.17	Computer,Printer
12881	Qwidudin	Thruweraquicator Holdings 	22.76	Air Conditioner,Fax,Video Game
12882	Adjubover	Trupebeficator Direct Company	152.91	Battery,Speaker,Tool
12883	Thrufropackantor	Tipsapopex WorldWide 	378.39	Camera
12884	Untanentor	Grorobiman  	414.21	Battery,DVD,Vacuum Cleaner
12885	Superedgower	Dopzapentor  Company	414.59	Air Purifier,CD,Video Game
12886	Cipquestimantor	Thrujubewex  	205.74	Satellite Radio
12887	Upquestopor	Intanepin International 	467.91	Scanner
12888	Qwiglibax	Surquestilistor  Corp.	18.25	DVD,MP3 Player
12889	Updudefar	Froroban  	216.42	Refridgerator
12890	Tiptanplentor	Dopnipicar  	300.72	Camera Lens,Computer,TV
12891	Pardimegex	Zeesipar  	232.25	Air Conditioner,Tool
12892	Supjubimover	Varjubommistor Direct Group	150.56	Fax,Phone
12893	Tupcadexantor	Emwericator WorldWide Company	6.30	Satellite Radio
12894	Tiperistor	Empebupazz Direct 	318.00	Camera Lens,MP3 Player
12895	Dopsapinistor	Frosipazz International Company	284.75	Battery
12896	Renipentor	Emsapower  Corp.	308.15	Recording Equipment,Satellite Radio
12897	Thruwericantor	Refropackentor Direct Company	156.63	DVD,Microwave
12898	Varbanentor	Trubanantor WorldWide 	302.53	Video Camera,Washer
12899	Rewerpommex	Endpebazz Holdings Group	337.62	Projector
12900	Thruwerommover	Uncadollicator Direct 	118.28	Battery,MP3 Player,Refridgerator
12901	Adwerpaquower	Monwerexan International Corp.	20.30	Printer,Refridgerator
12902	Supsapantor	Lomfropor  	171.20	Recording Equipment,Refridgerator,Video Game
12903	Zeetinazz	Adnipover Holdings 	485.61	Camera Lens
12904	Retinupantor	Unpebewin Direct Corp.	7.72	Battery,DVD,Video Camera
12905	Surnipexar	Endbanar WorldWide 	171.59	Printer,Video Camera
12906	Thrueristor	Kliwerpor International Company	324.25	Battery,Camera
12907	Kliglibackicator	Unwerpedgower  Inc	372.37	Video Camera
12908	Inrobentor	Inpickefax  	100.33	Car Audio,Video Game
12909	Supjubonazz	Parnipaquistor WorldWide 	65.33	Computer,Tool,Video Game
12910	Rejubover	Parpebican Direct 	179.80	MP3 Player,Recording Equipment,Refridgerator
12911	Hapzapilan	Parwerentor International 	66.79	Camera Lens,Video Game,Washer
12912	Zeegliban	Uppebor  Company	53.18	GPS
12913	Grodimax	Upcadupower Direct 	64.57	CD
12914	Emwerpinantor	Cippebistor International 	380.43	Computer,Fax,Washer
12915	Frosipan	Fropebepantor  Inc	486.90	Computer,Tool,Vacuum Cleaner
12916	Endkilamower	Klipickan WorldWide Company	78.10	Printer,Scanner
12917	Frokilonentor	Grohupefantor International Company	386.69	Tool
12918	Qwijubazz	Dopveninentor Holdings 	199.00	Car Audio,Computer
12919	Fropebax	Rerobower WorldWide Inc	343.08	Air Conditioner,Satellite Radio,Vacuum Cleaner
12920	Rekilar	Zeewerpicator Direct 	351.16	Phone,Tool
12921	Klitumexax	Qwizaponover  	255.95	Bluray,Computer
12922	Trutinexover	Inweristor WorldWide 	315.46	Phone,Scanner
12923	Parerantor	Tupfropantor  	471.42	Video Game
12924	Unbanewax	Fropebollax WorldWide Group	417.96	Speaker,Video Camera
12925	Upcador	Tupdudar Direct 	354.88	CD,Dryer,Printer
12926	Winsipommantor	Klitinilantor WorldWide Inc	180.76	Camera,Satellite Radio,Washer
12927	Tipdudan	Admunin WorldWide Corp.	50.78	Camera Lens,Microwave
12928	Hapdiman	Dopnipicar  	344.00	Air Purifier,Video Camera
12929	Varwerpadin	Lomhupax Direct 	204.74	Satellite Radio,Video Game
12930	Rerobax	Qwikilentor  	164.24	Camera Lens,Refridgerator
12931	Kliglibantor	Rapdimonazz Direct Inc	224.68	MP3 Player
12932	Unericazz	Surtanegower  	241.73	Camera,Camera Lens
12933	Parzapistor	Parquestantor Holdings Group	115.55	Video Camera
12934	Cipglibinentor	Emtanollistor  	380.88	DVD,Video Camera
12935	Undimantor	Parveninor Direct Corp.	112.87	Camera,GPS,Washer
12936	Klitinimar	Partinedin  	351.56	Air Conditioner,Camera,Recording Equipment
12937	Supcadicower	Adcadimin International 	167.30	Air Purifier,Bluray,Fax
12938	Endsipollicator	Insipexicator WorldWide Corp.	371.67	Satellite Radio
12939	Zeeweristor	Cippebimicator  Corp.	243.62	DVD,Video Game
12940	Barquestanin	Parquestin International 	91.34	Computer
12941	Frosapazz	Inglibor International 	333.37	Projector,TV,Video Camera
12942	Lommunantor	Hapquestover Direct 	368.58	MP3 Player,Scanner
12943	Hapvenazz	Tipjubepover  	452.92	Dryer,Fax
12944	Bartaneficator	Rappickover WorldWide Company	37.62	Air Purifier
12945	Surcadamover	Unquestower  	234.94	Computer
12946	Parpebupantor	Rapdimonazz Direct Inc	180.07	MP3 Player,Projector
12947	Varsapor	Repebilover  	86.99	Air Conditioner,MP3 Player
12948	Hapvenantor	Supdimommer Direct Corp.	125.86	Refridgerator
12949	Klitumefantor	Adcadimin International 	331.11	Fax,Microwave,Video Game
12950	Parsipamazz	Tipnipover Direct 	207.65	CD,Scanner
12951	Partanexazz	Upsapedgantor Direct 	421.46	Satellite Radio,Washer
12952	Intumower	Dophupewex International 	457.63	Dryer,Recording Equipment,TV
12953	Emroban	Barnipimax  Inc	459.45	Air Conditioner,MP3 Player,Video Game
12954	Supkilower	Zeefropex International Company	486.46	CD,Dryer
12955	Zeewerpax	Bartumanar Direct 	362.33	CD,Video Game
12956	Parnipefin	Trueregentor Holdings Group	204.84	Printer,Refridgerator,Tool
12957	Vardudplantor	Montanaman Holdings 	199.77	Bluray,Phone
12958	Montinor	Hapzapedan Holdings Corp.	68.64	Camera,Video Camera
12959	Fropebantor	Groglibexan International 	152.84	Camera
12960	Endhupilan	Grosipamor  	490.83	MP3 Player,Video Camera
12961	Parwerpepax	Sursipewentor  	274.47	Projector
12962	Varerax	Qwiglibin Holdings 	29.37	Bluray,Satellite Radio,Speaker
12963	Montanax	Intanimax International Company	395.59	Bluray,MP3 Player,Satellite Radio
12964	Trumunackin	Qwierentor Direct 	401.09	Bluray,Printer
12965	Monvenicator	Surwerazz International 	455.13	Satellite Radio,Tool
12966	Tupvenazz	Emwerpicator  Inc	325.06	DVD
12967	Barwerpaquex	Tuppebinistor WorldWide 	437.63	Camera Lens,Computer,Refridgerator
12968	Tipcadplentor	Tuperepan WorldWide 	183.70	CD,Dryer,GPS
12969	Cippebistor	Parquestower  	268.57	DVD,Phone,Recording Equipment
12970	Tupwerpinover	Enderor WorldWide 	136.33	Camera Lens,Refridgerator,Speaker
12971	Thrudimegex	Hapvenantor International Company	410.80	Projector
12972	Repickor	Tupmunanover Holdings Group	16.02	Car Audio
12973	Qwicadegower	Lomrobopower WorldWide 	455.37	Video Camera
12974	Endsaponantor	Rewerpackin Holdings Corp.	252.74	Bluray,Dryer,Phone
12975	Thruzapar	Tiptinar  Inc	18.79	Computer,Dryer,Washer
12976	Truvenover	Endquestistor Direct 	387.38	Air Conditioner,Video Game,Washer
12977	Windudommin	Varbanonicator  	362.54	MP3 Player
12978	Rapdudommower	Zeetinexower International 	434.81	Tool
12979	Emwerpower	Dopsipplentor  Corp.	184.03	Battery,Microwave
12980	Upwerpexex	Endtinan  	175.80	Printer
12981	Sursapewistor	Thrutanazz  Company	94.77	Video Camera
12982	Monrobover	Montanex International 	424.91	Fax
12983	Barzapedgex	Upkilicex Holdings Inc	13.89	Camera Lens,Fax,Microwave
12984	Barrobicator	Vartumadax Direct Group	497.10	Camera,Fax
12985	Unhupedistor	Qwipickan International Corp.	242.77	Projector
12986	Lomtinex	Tippebantor WorldWide 	267.04	MP3 Player
12987	Truhupplin	Uppickentor  	282.28	Air Purifier,Battery,Fax
12988	Inmunimistor	Frofropopicator Direct 	129.09	Air Purifier,Camera,GPS
12989	Barquestimantor	Undudupar  Inc	19.55	Air Purifier,Bluray,Dryer
12990	Dopdimantor	Raptinefazz  	408.02	DVD
12991	Suppickadicator	Endjubupover International Company	152.79	Bluray
12992	Uprobazz	Supsapedicator Holdings 	99.66	Microwave,Recording Equipment,Scanner
12993	Dopericator	Tuppickplax Holdings 	219.83	Video Camera
12994	Rapdimedgin	Trubanantor WorldWide 	252.79	Refridgerator,Speaker,Video Camera
12995	Cipglibador	Partinazz  	316.88	Projector,Refridgerator,Tool
12996	Trueristor	Remunar International 	305.01	Fax
12997	Raperar	Hapfropentor International Group	472.99	Computer,Printer,Speaker
12998	Endsipinower	Unsipedgex WorldWide Corp.	52.83	Satellite Radio
12999	Tipcadimor	Indudedgan Holdings 	82.49	Air Conditioner,Projector
13000	Monnipazz	Winsipicator  Inc	409.88	CD,MP3 Player,Projector
13001	Lomfropicator	Qwiwerover WorldWide Company	242.44	Camera Lens,Car Audio,Recording Equipment
13002	Qwiwerpower	Rewerpan WorldWide Company	403.29	Dryer,Scanner
13003	Monquestonar	Raperewex Holdings 	357.30	Air Purifier,Vacuum Cleaner
13004	Parnipplex	Haptanazz International 	195.77	Dryer,DVD,Video Camera
13005	Trudimar	Lomtumower Holdings Corp.	296.85	Satellite Radio
13006	Uppebopantor	Varwerpewax Holdings 	406.44	Camera,Computer
13007	Rapdimedin	Grojubinentor Direct Group	3.26	Car Audio,Dryer,Microwave
13008	Thrueran	Truzapicar Direct Corp.	207.71	Scanner
13009	Monquestower	Tipfropaquin Holdings Company	468.67	Camera,Dryer,Phone
13010	Lommunaquantor	Varwerilicator  	474.95	CD,Recording Equipment,Video Game
13011	Lomquestentor	Rapdudackower Holdings Group	342.30	Battery,Computer,Scanner
13012	Tipdimamover	Surzapommer Direct 	264.97	Computer,Washer
13013	Adjubepower	Thrukilopor International 	384.61	Satellite Radio,Vacuum Cleaner
13014	Varjubin	Vartinax International Corp.	477.04	Air Conditioner,Camera Lens,Tool
13015	Grodudar	Cipwerponazz Holdings 	397.07	Fax,GPS,Satellite Radio
13016	Adnipollex	Frotinaquar Direct Group	349.56	Car Audio,Refridgerator,Scanner
13017	Upglibex	Endpickimicator  	16.48	Video Game
13018	Parglibantor	Doptanin Direct Group	398.49	Refridgerator
13019	Thrusaponicator	Monpebistor International 	159.32	Printer,Washer
13020	Dopmunimax	Rapdimplower  	189.08	Phone,Speaker
13021	Reerantor	Varbanower International 	43.78	Projector,Satellite Radio
13022	Lomrobantor	Mondudower WorldWide 	309.54	DVD
13023	Hapwerpegistor	Trubanilex  	165.15	Dryer,Scanner,Tool
13024	Hapzapax	Windimax WorldWide Corp.	360.54	Bluray,Refridgerator,Washer
13025	Parglibax	Qwicadegazz Holdings Group	483.55	GPS,Printer
13026	Adrobollantor	Adsapedex WorldWide Company	312.13	Microwave
13027	Upkilomman	Requestonan Direct Corp.	296.19	Computer,Dryer,MP3 Player
13028	Upwerpicentor	Supjubopistor Holdings Group	203.58	Scanner
13029	Rapfropazz	Zeebanar  	435.86	CD,Scanner
13030	Surkilover	Barcadantor Direct 	213.78	GPS,Printer
13031	Doprobaquan	Rapdimplower  	414.39	Recording Equipment
